Time	Potential	EKG	Unnamed: 3
0.0	0.137	0.001996586792154106	
0.005	-0.677	-0.029139718419373562	
0.01	0.919	-0.013520667219667444	
0.015	1.020	0.07548147352317448	
0.02	-0.617	0.18590072547136152	
0.025	0.107	0.240797811904156	
0.03	1.434	0.2737820284430882	
0.035	-0.404	0.31586544473318245	
0.04	-0.473	0.3090303296378121	
0.045	1.358	0.2779216615586072	
0.05	0.128	0.27751012149515375	
0.055	-0.688	0.2669076539123971	
0.06	0.905	0.24154475803394918	
0.065	0.983	0.2563291995741841	
0.07	-0.633	0.28855692734727256	
0.075	0.096	0.2890581003630149	
0.08	1.389	0.28113216309710476	
0.085	-0.442	0.29030202566361785	
0.09	-0.486	0.269434706046862	
0.095	1.255	0.2336530909027319	
0.1	-0.037	0.21639618227162294	
0.105	-0.759	0.1860603848755513	
0.11	0.660	0.14468681531674732	
0.115	0.581	0.12171009836505323	
0.12	-0.837	0.1003261526349388	
0.125	-0.197	0.06206962287182072	
0.13	0.974	0.021602433143509087	
0.135	-0.634	-0.002522044863636571	
0.14	-0.663	-0.026798120710331438	
0.145	0.887	-0.051470496653252824	
0.15	-0.255	-0.06553382655830886	
0.155	-0.921	-0.08614259598215816	
0.16	0.352	-0.10868343542237914	
0.165	0.445	-0.1211495620634124	
0.17	-0.771	-0.11630427029571111	
0.175	0.142	-0.08299324230847957	
0.18	1.793	0.008689373012124049	
0.185	-0.111	0.1649892906414271	
0.19	-0.156	0.3100692299228437	
0.195	1.527	0.4089393168813091	
0.2	-0.200	0.4516252762758352	
0.205	-0.996	0.39592342865611485	
0.21	-0.110	0.24352306724155193	
0.215	-0.101	0.028864082508878855	
0.22	-0.994	-0.1754429698966925	
0.225	-0.366	-0.30221229671117517	
0.23	0.703	-0.355682155707326	
0.235	-0.718	-0.3571884099818549	
0.24	-0.694	-0.3227623343370434	
0.245	0.849	-0.2708778984530358	
0.25	-0.288	-0.21818207122660416	
0.255	-0.893	-0.1796678642468863	
0.26	0.521	-0.14313726167173635	
0.265	0.530	-0.10323318605821816	
0.27	-0.834	-0.06476402615099705	
0.275	-0.110	-0.033454433190422	
0.28	1.139	-0.008949704451751082	
0.285	-0.572	0.020542943942198313	
0.29	-0.523	0.044232292161261295	
0.295	1.262	0.06533876867230222	
0.3	0.003	0.09809242368250815	
0.305	-0.654	0.12561658907147266	
0.31	1.078	0.1640179067434514	
0.315	1.076	0.23278436290374305	
0.32	-0.553	0.3131515697268834	
0.325	0.437	0.37317122395268726	
0.33	1.727	0.42566921148237846	
0.335	-0.250	0.48259548283970527	
0.34	-0.206	0.5072122400008939	
0.345	1.823	0.5141618896770316	
0.35	0.418	0.5406267621894016	
0.355	-0.485	0.5561988296393352	
0.36	1.345	0.556616969999177	
0.365	1.203	0.5727199283191149	
0.37	-0.541	0.5877190548862318	
0.375	0.358	0.5694842797384352	
0.38	1.451	0.5277392801538079	
0.385	-0.494	0.4783059631923625	
0.39	-0.517	0.4024148171441546	
0.395	1.084	0.3051974291804931	
0.4	-0.236	0.2053647936795585	
0.405	-0.875	0.10944440242651424	
0.41	0.477	0.03073026524387254	
0.415	0.329	-0.0336395707550923	
0.42	-0.930	-0.08410388657298036	
0.425	-0.227	-0.11418259744771686	
0.43	0.808	-0.13761264070477386	
0.435	-0.741	-0.1527836078033854	
0.44	-0.691	-0.15512493892864077	
0.445	0.825	-0.15393833579367244	
0.45	-0.345	-0.15701477447838919	
0.455	-0.945	-0.1632280300023414	
0.46	0.386	-0.16308921180713476	
0.465	0.265	-0.1690866551284994	
