Time	Potential	EKG	Unnamed: 3
0.0	0.150	0.007619778637180522	
0.005	0.309	0.04001035707416068	
0.01	0.042	0.08043907896996755	
0.015	0.085	0.11053508670095682	
0.02	0.391	0.13655347672026574	
0.025	0.219	0.1682394888228276	
0.03	0.065	0.19384860229082093	
0.035	0.358	0.209763448113876	
0.04	0.356	0.22745388297012933	
0.045	0.091	0.24326839564855599	
0.05	0.286	0.2508749467760331	
0.055	0.408	0.25822819937127484	
0.06	0.068	0.26107120537092254	
0.065	0.085	0.24755552383543217	
0.07	0.324	0.22485069767610813	
0.075	0.065	0.20303953492058474	
0.08	-0.109	0.16971054927435025	
0.085	0.063	0.12500542912176343	
0.09	-0.016	0.07641926913343745	
0.095	-0.218	0.025091698099410063	
0.1	-0.124	-0.024983198673002697	
0.105	-0.048	-0.06770010182815596	
0.11	-0.231	-0.10506817359468819	
0.115	-0.254	-0.13439052983422856	
0.12	-0.121	-0.1600438269451793	
0.125	-0.228	-0.18306754083146085	
0.13	-0.308	-0.2013034075869522	
0.135	-0.128	-0.2108528538272722	
0.14	-0.144	-0.2136295270482637	
0.145	-0.286	-0.21301430939632987	
0.15	-0.164	-0.20586930223302463	
0.155	-0.091	-0.1976595154370328	
0.16	-0.259	-0.19222505217937685	
0.165	-0.242	-0.18835982695497458	
0.17	-0.073	-0.18490320460398235	
0.175	-0.170	-0.18218204007158256	
0.18	-0.243	-0.1773912670395816	
0.185	-0.077	-0.16868945060556595	
0.19	-0.085	-0.16064077069158378	
0.195	-0.240	-0.15318985715836098	
0.2	-0.138	-0.14676232327001104	
0.205	-0.033	-0.14254519922969966	
0.21	-0.216	-0.1404061826561381	
0.215	-0.175	-0.13836532480391522	
0.22	0.014	-0.1327056720332324	
0.225	-0.135	-0.1262926564671406	
0.23	-0.221	-0.12153388680171523	
0.235	-0.022	-0.11649781800804226	
0.24	-0.027	-0.11160908499772046	
0.245	-0.195	-0.10539927563366616	
0.25	-0.042	-0.09566441144819492	
0.255	0.082	-0.08338261785007267	
0.26	-0.121	-0.06959576950620582	
0.265	-0.103	-0.05641858231535635	
0.27	0.140	-0.04448940422241865	
0.275	-0.042	-0.03137104750526988	
0.28	-0.155	-0.023704412068296387	
0.285	0.106	-0.019324967363522537	
0.29	0.054	-0.013545188497964853	
0.295	-0.149	-0.009604392795952618	
0.3	-0.024	-0.010619290856083966	
0.305	0.095	-0.014226586828602181	
0.31	-0.167	-0.02072934088525144	
0.315	-0.163	-0.03349514553742562	
0.32	0.037	-0.05033289155742757	
0.325	-0.126	-0.06738561251303052	
