Vernier Format 2
reposo.txt 10/20/2025 7:33:2
Run 1
Time	Potential	EKG	
T	P	E	
s	mV	mV	

0.000	-0.247	-0.011	
0.005	-0.116	-0.043	
0.010	-0.049	-0.075	
0.015	-0.209	-0.096	
0.020	-0.156	-0.118	
0.025	0.015	-0.130	
0.030	-0.143	-0.124	
0.035	-0.185	-0.120	
0.040	0.020	-0.118	
0.045	-0.053	-0.105	
0.050	-0.191	-0.091	
0.055	-0.044	-0.090	
0.060	0.047	-0.084	
0.065	-0.151	-0.070	
0.070	-0.096	-0.066	
0.075	0.107	-0.063	
0.080	-0.089	-0.049	
0.085	-0.139	-0.042	
0.090	0.093	-0.044	
0.095	0.008	-0.034	
0.100	-0.154	-0.025	
0.105	0.017	-0.029	
0.110	0.105	-0.026	
0.115	-0.125	-0.016	
0.120	-0.067	-0.017	
0.125	0.143	-0.020	
0.130	-0.073	-0.011	
0.135	-0.133	-0.011	
0.140	0.105	-0.020	
0.145	0.018	-0.016	
0.150	-0.143	-0.011	
0.155	0.033	-0.018	
0.160	0.110	-0.016	
0.165	-0.122	-0.006	
0.170	-0.061	-0.009	
0.175	0.146	-0.014	
0.180	-0.066	-0.006	
0.185	-0.117	-0.005	
0.190	0.133	-0.012	
0.195	0.035	-0.005	
0.200	-0.140	0.003	
0.205	0.038	-0.004	
0.210	0.116	-0.004	
0.215	-0.117	0.004	
0.220	-0.058	-0.001	
0.225	0.152	-0.007	
0.230	-0.055	-0.000	
0.235	-0.111	0.000	
0.240	0.125	-0.007	
0.245	0.026	-0.001	
0.250	-0.140	0.003	
0.255	0.040	-0.005	
0.260	0.125	-0.005	
0.265	-0.111	0.004	
0.270	-0.046	0.001	
0.275	0.163	-0.002	
0.280	-0.061	0.006	
0.285	-0.114	0.006	
0.290	0.136	-0.002	
0.295	0.040	0.003	
0.300	-0.122	0.010	
0.305	0.070	0.005	
0.310	0.163	0.010	
0.315	-0.079	0.025	
0.320	0.000	0.028	
0.325	0.230	0.031	
0.330	0.014	0.049	
0.335	-0.049	0.058	
0.340	0.218	0.058	
0.345	0.102	0.070	
0.350	-0.095	0.078	
0.355	0.097	0.068	
0.360	0.158	0.063	
0.365	-0.104	0.063	
0.370	-0.046	0.047	
0.375	0.137	0.028	
0.380	-0.089	0.020	
0.385	-0.148	0.003	
0.390	0.050	-0.021	
0.395	-0.053	-0.033	
0.400	-0.183	-0.044	
0.405	-0.040	-0.063	
0.410	0.033	-0.071	
0.415	-0.166	-0.068	
0.420	-0.108	-0.073	
0.425	0.084	-0.076	
0.430	-0.104	-0.065	
0.435	-0.145	-0.060	
0.440	0.073	-0.062	
0.445	-0.027	-0.052	
0.450	-0.163	-0.044	
0.455	0.006	-0.049	
0.460	0.067	-0.046	
0.465	-0.151	-0.036	
